Type,Region,Name,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Norway,Norway 10GB 30Days,$4.70,$9.40,NO,10,30,NO_10_30,NO,CKH1001,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 1GB 7Days,$0.70,$1.40,NO,1,7,NO_1_7,NO,CKH999,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 1GB/Day,$0.65,$1.30,NO,1,1,NO_1_Daily,NO,PL6FJ9N2A,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Norway,Norway 20GB 30Days,$8.20,$16.40,NO,20,30,NO_20_30,NO,CKH1009,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 3GB 15Days,$1.70,$3.40,NO,3,15,NO_3_15,NO,CKH1000,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 3GB 30Days,$1.80,$3.60,NO,3,30,NO_3_30,NO,CKH982,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 50GB 180Days,$28.00,$56.00,NO,50,180,NO_50_180,NO,PDUMILX5C,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 5GB 30Days,$2.70,$5.40,NO,5,30,NO_5_30,NO,CKH988,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Oman,Oman 1GB 7Days,$5.70,$11.40,OM,1,7,OM_1_7,OM,CKH273,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Oman,Oman 20GB 30Days,$63.00,$126.00,OM,20,30,OM_20_30,OM,CKH807,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Oman,Oman 3GB 15Days,$14.10,$28.20,OM,3,15,OM_3_15,OM,CKH274,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Oman,Oman 3GB 30Days,$14.40,$28.80,OM,3,30,OM_3_30,OM,CKH028,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Pakistan,Pakistan 10GB 30Days,$12.20,$24.40,PK,10,30,PK_10_30,PK,JC152,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Pakistan,Pakistan 1GB 7Days,$1.80,$3.60,PK,1,7,PK_1_7,PK,JC111,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Pakistan,Pakistan 20GB 30Days,$20.00,$40.00,PK,20,30,PK_20_30,PK,JC153,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Pakistan,Pakistan 3GB 15Days,$4.60,$9.20,PK,3,15,PK_3_15,PK,JC129,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Pakistan,Pakistan 5GB 30Days,$7.00,$14.00,PK,5,30,PK_5_30,PK,JC130,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Panama,Panama 1GB 7Days,$4.60,$9.20,PA,1,7,PA_1_7,PA,CKH312,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Panama,Panama 3GB 15Days,$11.20,$22.40,PA,3,15,PA_3_15,PA,CKH328,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Paraguay,Paraguay 1GB 7Days,$4.60,$9.20,PY,1,7,PY_1_7,PY,CKH313,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Paraguay,Paraguay 3GB 15Days,$11.20,$22.40,PY,3,15,PY_3_15,PY,CKH329,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Peru,Peru 1GB 7Days,$5.70,$11.40,PE,1,7,PE_1_7,PE,CKH314,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Peru,Peru 20GB 30Days,$98.00,$196.00,PE,20,30,PE_20_30,PE,CKH862,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Peru,Peru 3GB 15Days,$14.10,$28.20,PE,3,15,PE_3_15,PE,CKH330,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Philippines,Philippine 3GB/Day,$4.50,$9.00,PH,3,1,PH_3_Daily,PH,P7H5ESZX4,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Philippines,Philippines 10GB 30Days,$12.20,$24.40,PH,10,30,PH_10_30,PH,JC037,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippines 1GB 7Days,$1.80,$3.60,PH,1,7,PH_1_7,PH,JC034,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippines 20GB 30Days,$20.00,$40.00,PH,20,30,PH_20_30,PH,JC099,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippines 3GB 15Days,$4.60,$9.20,PH,3,15,PH_3_15,PH,JC035,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippines 50GB 180Days,$45.00,$90.00,PH,50,180,PH_50_180,PH,PYEPCSNFU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippines 5GB 30Days,$7.00,$14.00,PH,5,30,PH_5_30,PH,JC036,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Poland,Poland 1GB 7Days,$0.70,$1.40,PL,1,7,PL_1_7,PL,CKH236,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 20GB 30Days,$8.20,$16.40,PL,20,30,PL_20_30,PL,CKH726,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 3GB 15Days,$1.70,$3.40,PL,3,15,PL_3_15,PL,CKH237,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 3GB 30Days,$1.80,$3.60,PL,3,30,PL_3_30,PL,CKH096,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 50GB 180Days,$28.00,$56.00,PL,50,180,PL_50_180,PL,PZMKJMCWN,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 5GB 30Days,$2.70,$5.40,PL,5,30,PL_5_30,PL,CKH135,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 10GB 30Days,$6.10,$12.20,PT,10,30,PT_10_30,PT,CKH1004,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 1GB 7Days,$0.90,$1.80,PT,1,7,PT_1_7,PT,CKH1002,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 1GB/Day,$0.85,$1.70,PT,1,1,PT_1_Daily,PT,P7R54NBNC,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Portugal,Portugal 20GB 30Days,$10.60,$21.20,PT,20,30,PT_20_30,PT,CKH1011,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 3GB 15Days,$2.20,$4.40,PT,3,15,PT_3_15,PT,CKH1003,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 3GB 30Days,$2.30,$4.60,PT,3,30,PT_3_30,PT,CKH980,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 5GB 30Days,$3.40,$6.80,PT,5,30,PT_5_30,PT,CKH986,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Puerto Rico,Puerto Rico 1GB 7Days,$2.90,$5.80,PR,1,7,PR_1_7,PR,CKH315,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Puerto Rico,Puerto Rico 3GB 15Days,$7.20,$14.40,PR,3,15,PR_3_15,PR,CKH331,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Puerto Rico,Puerto Rico 5GB 30Days,$11.00,$22.00,PR,5,30,PR_5_30,PR,CKH347,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Qatar,Qatar 1GB 7Days,$3.60,$7.20,QA,1,7,QA_1_7,QA,CKH513,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Qatar,Qatar 20GB 30Days,$40.00,$80.00,QA,20,30,QA_20_30,QA,CKH762,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Qatar,Qatar 3GB 15Days,$8.90,$17.80,QA,3,15,QA_3_15,QA,CKH667,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Qatar,Qatar 3GB 30Days,$9.10,$18.20,QA,3,30,QA_3_30,QA,CKH029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Qatar,Qatar 5GB 30Days,$13.60,$27.20,QA,5,30,QA_5_30,QA,CKH668,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Reunion,Reunion 1GB 7Days,$2.90,$5.80,RE,1,7,RE_1_7,RE,CKH365,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Reunion,Reunion 1GB/Day,$2.90,$5.80,RE,1,1,RE_1_Daily,RE,PHMS8J01F,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 2GB/Day,$5.50,$11.00,RE,2,1,RE_2_Daily,RE,P1X3N5XFT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 3GB 15Days,$7.20,$14.40,RE,3,15,RE_3_15,RE,CKH394,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Reunion,Reunion 3GB/Day,$7.10,$14.20,RE,3,1,RE_3_Daily,RE,P530XLLHQ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 500MB/Day,$1.45,$2.90,RE,0,1,RE_0.5_Daily,RE,PQD094RUX,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 5GB 30Days,$11.00,$22.00,RE,5,30,RE_5_30,RE,CKH423,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 10GB 30Days,$4.70,$9.40,RO,10,30,RO_10_30,RO,CKH241,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 1GB 7Days,$0.70,$1.40,RO,1,7,RO_1_7,RO,CKH239,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 20GB 30Days,$8.20,$16.40,RO,20,30,RO_20_30,RO,CKH728,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 3GB 15Days,$1.70,$3.40,RO,3,15,RO_3_15,RO,CKH240,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 3GB 30Days,$1.80,$3.60,RO,3,30,RO_3_30,RO,CKH098,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 50GB 180Days,$30.00,$60.00,RO,50,180,RO_50_180,RO,PBOG35WTO,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Romania,Romania 5GB 30Days,$2.70,$5.40,RO,5,30,RO_5_30,RO,CKH137,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Russia,Russia 1GB 7Days,$2.90,$5.80,RU,1,7,RU_1_7,RU,JC070,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Russia,Russia 3GB 15Days,$7.20,$14.40,RU,3,15,RU_3_15,RU,JC071,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Russia,Russia 3GB 30Days,$7.30,$14.60,RU,3,30,RU_3_30,RU,JC068,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Russia,Russia 5GB 30Days,$11.00,$22.00,RU,5,30,RU_5_30,RU,JC069,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 10GB 30Days,$19.00,$38.00,SA,10,30,SA_10_30,SA,CKH280,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 1GB 7Days,$2.90,$5.80,SA,1,7,SA_1_7,SA,CKH277,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 20GB 30Days,$32.00,$64.00,SA,20,30,SA_20_30,SA,CKH800,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 3GB 15Days,$7.20,$14.40,SA,3,15,SA_3_15,SA,CKH278,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 3GB 30Days,$7.30,$14.60,SA,3,30,SA_3_30,SA,CKH036,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Saudi Arabia,Saudi Arabia 5GB 30Days,$11.00,$22.00,SA,5,30,SA_5_30,SA,CKH279,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Senegal,Senegal 1GB 7Days,$7.10,$14.20,SN,1,7,SN_1_7,SN,CKH385,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Senegal,Senegal 3GB 15Days,$17.60,$35.20,SN,3,15,SN_3_15,SN,CKH414,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Senegal,Senegal 5GB 30Days,$26.00,$52.00,SN,5,30,SN_5_30,SN,CKH443,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Serbia,Serbia 1GB 7Days,$2.90,$5.80,RS,1,7,RS_1_7,RS,CKH1016,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Serbia,Serbia 20GB 30Days,$32.00,$64.00,RS,20,30,RS_20_30,RS,CKH803,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Serbia,Serbia 3GB 15Days,$7.20,$14.40,RS,3,15,RS_3_15,RS,CKH677,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Serbia,Serbia 3GB 30Days,$7.30,$14.60,RS,3,30,RS_3_30,RS,CKH113,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Seychelles,Seychelles 1GB 7Days,$4.60,$9.20,SC,1,7,SC_1_7,SC,CKH386,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Seychelles,Seychelles 3GB 15Days,$11.20,$22.40,SC,3,15,SC_3_15,SC,CKH415,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Seychelles,Seychelles 5GB 30Days,$17.10,$34.20,SC,5,30,SC_5_30,SC,CKH444,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 10GB 30Days,$7.60,$15.20,SGMYTH-3,10,30,SGMYTH-3_10_30,"TH,SG,MY",PY5TK3XX6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 1GB 7Days,$1.10,$2.20,SGMYTH-3,1,7,SGMYTH-3_1_7,"TH,SG,MY",P86Y3TMFZ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 1GB/Day,$1.00,$2.00,SGMYTH-3,1,1,SGMYTH-3_1_Daily,"TH,SG,MY",PS6VQM34Q,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 20GB 30Days,$12.90,$25.80,SGMYTH-3,20,30,SGMYTH-3_20_30,"TH,SG,MY",P9NV1LJN6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 2GB/Day,$2.00,$4.00,SGMYTH-3,2,1,SGMYTH-3_2_Daily,"TH,SG,MY",PRPNZ697N,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 3GB 15Days,$2.80,$5.60,SGMYTH-3,3,15,SGMYTH-3_3_15,"TH,SG,MY",P71Q4REAB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 3GB 30Days,$3.00,$6.00,SGMYTH-3,3,30,SGMYTH-3_3_30,"TH,SG,MY",PZ8NV3QK9,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 500MB/Day,$0.60,$1.20,SGMYTH-3,0,1,SGMYTH-3_0.5_Daily,"TH,SG,MY",PB9B7RVL0,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Multi-Area,Singapore & Malaysia & Thailand,Singapore & Malaysia & Thailand 5GB 30Days,$4.40,$8.80,SGMYTH-3,5,30,SGMYTH-3_5_30,"TH,SG,MY",PYX2W95MR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 10GB 30Days,$4.70,$9.40,SG,10,30,SG_10_30,SG,JC041,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 10GB 30Days (nonhkip),$7.00,$14.00,SG,10,30,SG_10_30_nonhkip,SG,PWX40HHM7,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Singapore,Singapore 1GB 7Days,$0.70,$1.40,SG,1,7,SG_1_7,SG,JC038,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 1GB 7Days (nonhkip),$1.00,$2.00,SG,1,7,SG_1_7_nonhkip,SG,PMYUL0A89,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Singapore,Singapore 1GB/Day (nonhkip),$0.95,$1.90,SG,1,1,SG_1_Daily_nonhkip,SG,P2B5NQ3VH,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Singapore,Singapore 20GB 30Days,$8.20,$16.40,SG,20,30,SG_20_30,SG,JC092,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 20GB 30Days (nonhkip),$12.00,$24.00,SG,20,30,SG_20_30_nonhkip,SG,PN0S4RKN6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Singapore,Singapore 2GB/Day (nonhkip),$1.80,$3.60,SG,2,1,SG_2_Daily_nonhkip,SG,PHDQJ3J94,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Singapore,Singapore 3GB 15Days (nonhkip),$2.80,$5.60,SG,3,15,SG_3_15_nonhkip,SG,P8FS5BQQ7,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Singapore,Singapore 3GB 30Days,$1.80,$3.60,SG,3,30,SG_3_30,SG,PR2GUXUD5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 500MB/Day (nonhkip),$0.55,$1.10,SG,0,1,SG_0.5_Daily_nonhkip,SG,P07TJRC8Y,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Singapore,Singapore 50GB 30Days,$28.00,$56.00,SG,50,30,SG_50_30,SG,JC093,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 5GB 30Days,$2.70,$5.40,SG,5,30,SG_5_30,SG,JC040,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Singapore,Singapore 5GB 30Days (nonhkip),$4.00,$8.00,SG,5,30,SG_5_30_nonhkip,SG,P74SEFQ1M,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Slovakia,Slovakia 10GB 30Days,$6.10,$12.20,SK,10,30,SK_10_30,SK,CKH198,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 1GB 7Days,$0.90,$1.80,SK,1,7,SK_1_7,SK,CKH196,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 20GB 30Days,$10.60,$21.20,SK,20,30,SK_20_30,SK,CKH730,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 3GB 15Days,$2.20,$4.40,SK,3,15,SK_3_15,SK,CKH197,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 3GB 30Days,$2.30,$4.60,SK,3,30,SK_3_30,SK,CKH099,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 50GB 180Days,$30.00,$60.00,SK,50,180,SK_50_180,SK,PG4XMKAYQ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovakia,Slovakia 5GB 30Days,$3.40,$6.80,SK,5,30,SK_5_30,SK,CKH138,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 10GB 30Days,$6.10,$12.20,SI,10,30,SI_10_30,SI,CKH244,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 1GB 7Days,$0.90,$1.80,SI,1,7,SI_1_7,SI,CKH242,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 20GB 30Days,$10.60,$21.20,SI,20,30,SI_20_30,SI,CKH732,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 3GB 15Days,$2.20,$4.40,SI,3,15,SI_3_15,SI,CKH243,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 3GB 30Days,$2.30,$4.60,SI,3,30,SI_3_30,SI,CKH100,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 50GB 180Days,$30.00,$60.00,SI,50,180,SI_50_180,SI,PCMQJGTVB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Slovenia,Slovenia 5GB 30Days,$3.40,$6.80,SI,5,30,SI_5_30,SI,CKH139,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,South Korea,South Korea 10GB 30Days,$4.70,$9.40,KR,10,30,KR_10_30,KR,JC075,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,South Korea,South Korea 10GB 30Days (nonhkip),$7.50,$15.00,KR,10,30,KR_10_30_nonhkip,KR,PRT9KC28R,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,South Korea,South Korea 1GB 7Days,$0.70,$1.40,KR,1,7,KR_1_7,KR,JC072,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,South Korea,South Korea 1GB 7Days (nonhkip),$1.05,$2.10,KR,1,7,KR_1_7_nonhkip,KR,PU60C7NHY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,South Korea,South Korea 1GB/Day (nonhkip),$0.95,$1.90,KR,1,1,KR_1_Daily_nonhkip,KR,P20PMGJQ5,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,South Korea,South Korea 20GB 30Days,$8.20,$16.40,KR,20,30,KR_20_30,KR,JC147,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,South Korea,South Korea 20GB 30Days (nonhkip),$12.50,$25.00,KR,20,30,KR_20_30_nonhkip,KR,PXYKK106H,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,South Korea,South Korea 2GB/Day,$1.60,$3.20,KR,2,1,KR_2_Daily,KR,PD97RF0HS,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,South Korea,South Korea 2GB/Day (nonhkip),$1.65,$3.30,KR,2,1,KR_2_Daily_nonhkip,KR,PLF859LWP,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,South Korea,South Korea 3GB 15Days,$1.70,$3.40,KR,3,15,KR_3_15,KR,JC073,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,South Korea,South Korea 3GB 15Days (nonhkip),$2.60,$5.20,KR,3,15,KR_3_15_nonhkip,KR,P2FQ0VL1B,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,South Korea,South Korea 3GB/Day,$2.40,$4.80,KR,3,1,KR_3_Daily,KR,P8Z0SR4YM,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,South Korea,South Korea 3GB/Day (nonhkip),$2.10,$4.20,KR,3,1,KR_3_Daily_nonhkip,KR,P0VZY58TB,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,South Korea,South Korea 500MB/Day (nonhkip),$0.55,$1.10,KR,0,1,KR_0.5_Daily_nonhkip,KR,PZ2UCMK37,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,South Korea,South Korea 5GB 30Days,$2.70,$5.40,KR,5,30,KR_5_30,KR,JC074,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,South Korea,South Korea 5GB 30Days (nonhkip),$4.25,$8.50,KR,5,30,KR_5_30_nonhkip,KR,PQ708AANE,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Spain,Spain 10GB 30Days,$6.10,$12.20,ES,10,30,ES_10_30,ES,CKH506,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 1GB 7Days,$0.90,$1.80,ES,1,7,ES_1_7,ES,CKH245,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 1GB/Day,$0.80,$1.60,ES,1,1,ES_1_Daily,ES,PZBY51PX0,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Spain,Spain 20GB 30Days,$10.60,$21.20,ES,20,30,ES_20_30,ES,CKH507,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 2GB/Day,$1.00,$2.00,ES,2,1,ES_2_Daily,ES,P1BF5HDU2,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Spain,Spain 3GB 15Days,$2.20,$4.40,ES,3,15,ES_3_15,ES,CKH246,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 3GB 30Days,$2.30,$4.60,ES,3,30,ES_3_30,ES,CKH002,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 500MB/Day,$0.45,$0.90,ES,0,1,ES_0.5_Daily,ES,P6WL2RRH5,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
